,lr_5min,lstm_5min,tgcn_5min,tgcn_wx_5min,lr_15min,lstm_15min,tgcn_15min,tgcn_wx_15min,lr_30min,lstm_30min,tgcn_30min,tgcn_wx_30min,lr_60min,lstm_60min,tgcn_60min,tgcn_wx_60min
2021-07-09 09:40:00,0.003734372162474841,0.00369913587675075,0.0040439954624575695,0.0034178763911141613,,,,,,,,,,,,
2021-07-09 09:45:00,0.0007333298955011151,0.0007746507421283726,0.0006380414556367669,0.0010382789410787107,,,,,,,,,,,,
2021-07-09 09:50:00,0.0009688862233667908,0.0013207085243855231,0.001119276732088538,0.0011154111537689591,0.0018769436102490295,0.0020451938958118525,0.0027700625687985575,0.001846669579915836,,,,,,,,
2021-07-09 09:55:00,0.002997009752048472,0.002606170798905484,0.0032310718731239623,0.0025108506263980513,0.0030512073606322543,0.0038390034601357963,0.003320097110152608,0.002576964740184713,,,,,,,,
2021-07-09 10:00:00,0.0014595299931247742,0.0011700161828433898,0.0014596127238603938,0.0009076505160040783,0.003668996581232544,0.00399675107306606,0.0043623025316914185,0.0021900282039937695,,,,,,,,
2021-07-09 10:05:00,0.001662930367645243,0.00173426533262337,0.001927345930648069,0.0020629619405057547,0.0053029249650932055,0.00434636436907261,0.005307753432503012,0.0033914739779669642,0.004945929385638078,0.002902505992169685,0.004259035731370951,0.0033757626634009228,,,,
2021-07-09 10:10:00,0.002588828990220664,0.002521039544454391,0.0019884985424846327,0.0018899766091807085,0.0028514390672353587,0.0021306049037343594,0.00237998256508947,0.0021805157375449965,0.00326863648834954,0.0025828307860632812,0.0025243268564106892,0.0019787665906271165,,,,
2021-07-09 10:15:00,0.005089886785536971,0.005513935276518806,0.005121909645951837,0.005461872129362311,0.008535726414073694,0.007079920620887555,0.0073243136646020555,0.007562853682934347,0.008715044902216858,0.009029545449274834,0.008291661065115336,0.007225490012612491,,,,
2021-07-09 10:20:00,0.003460012001763912,0.002488791876750161,0.0030457914342884975,0.003420561473878256,0.004691687369017793,0.0029827424457984897,0.0041276700220187115,0.003070876560470968,0.0034232505031161317,0.0036825181740149982,0.003004975555499332,0.0031260999101537807,,,,
2021-07-09 10:25:00,0.0014010345064011502,0.002212308033338184,0.0014432878527962628,0.0017136114743583942,0.0025485742863306077,0.002934007017032588,0.003447802144629667,0.0024737668150831738,0.0035435757101856705,0.002677607393682634,0.0030177791809254304,0.002801848812777481,,,,
2021-07-09 10:30:00,0.0017515141295152737,0.0018672833021285342,0.0022827510263184556,0.002461264901212558,0.003171471255566477,0.0034309388535747215,0.0026944669844934602,0.0023927442619956813,0.00301602708852377,0.0014096477040318968,0.002148383332879184,0.002519031036167681,,,,
2021-07-09 10:35:00,0.0024817589174959626,0.0024640267371821753,0.0028473345079310713,0.00296044118757687,0.005330902334255227,0.005523505494835678,0.004885070784902394,0.0034422067973362436,0.0035963547758832482,0.0021704368643786385,0.0029541674080682504,0.0032464089291715206,0.005727494068671016,0.004832558937453872,0.0038416823512497683,0.0037957959226123765
2021-07-09 10:40:00,0.0029886321285901587,0.0018247791454702959,0.001592573630959442,0.0014560057080137375,0.0032169486460907346,0.0022658895942393254,0.002628660028932641,0.0022271902214509036,0.0036467341897212895,0.0024916961857730053,0.0021779496262018735,0.0022768138931814935,0.004308884408466614,0.0034858106474307824,0.00412304152683597,0.0029026274018889814
2021-07-09 10:45:00,0.00388266326077658,0.003801239245528017,0.004676175757533277,0.0043097647141085525,0.0036146693121318564,0.0035063752499158844,0.003414581060363348,0.003415826657008751,0.003998168093296429,0.003157588635675846,0.0032448842870789127,0.0038153514604028858,0.004933171879042615,0.004977476348016949,0.005170211906245874,0.0035794775744152994
2021-07-09 10:50:00,0.00291859018586084,0.00254351995497587,0.0025389129731961647,0.0022454339595288308,0.0021985776858202224,0.002725737200938874,0.0026867088909076934,0.0021422021357883738,0.0023910623923522893,0.0022625714348268283,0.0025144914619903863,0.002494063572927692,0.0026694180598622486,0.0024217346242875687,0.0033238624466604334,0.0020564130704270192
2021-07-09 10:55:00,0.0014991691554895467,0.0018270558393948216,0.0015018308533284652,0.0013807392025837863,0.002189457706644899,0.0032771161265126095,0.0028683239206256563,0.002618764723251953,0.003502293806024038,0.002767146372009388,0.0025143932770049938,0.002769469022836184,0.003945473847465126,0.0028651491417562686,0.003487847129591295,0.003114310553460541
2021-07-09 11:00:00,0.0029112271685650276,0.0032889395430737633,0.0028563361633832745,0.002658873332599167,0.004044798319129725,0.003968227888976786,0.0044000093409345825,0.0040317769476748465,0.005872071591017919,0.004023790522856022,0.004244050512599537,0.004497316017513421,0.006054316455010424,0.005161306099944373,0.004364823717840347,0.004902170294494972
2021-07-09 11:05:00,0.0006582910674375911,0.001271666058505427,0.0007847984429181471,0.0007762482187532221,0.004094799285044193,0.003000484658424296,0.0028756564967352682,0.0032223288929492996,0.00396210276818947,0.0030391752806856304,0.0027766729419459574,0.003530569571074026,0.0044916811992247166,0.003017923089720395,0.003059876766326187,0.0038132553911565496
2021-07-09 11:10:00,0.0016473044910520708,0.0026469679899863616,0.0016206276606717078,0.0019887867357693393,0.0034027478864047086,0.003210888071206018,0.0034526101504070953,0.0032745901144933206,0.003930938058924755,0.003969533410740395,0.003368579091914228,0.0032135559187545576,0.0045754638739676804,0.0038733187033655548,0.0032659332560260566,0.005209382488472233
2021-07-09 11:15:00,0.001554191237751107,0.0014469524353327445,0.0012037628680320542,0.0012043279189755064,0.0021086709035709355,0.0020903965848001775,0.002463066327406906,0.0017099216041501506,0.001945541334039185,0.0019372940893655727,0.0015329894276005379,0.0017953899979791645,0.002714271116323591,0.0019323208692992827,0.0019000364146486517,0.0021908489500925316
2021-07-09 11:20:00,0.002956239279694804,0.0023150680552881915,0.002672125664858052,0.0029041090086635796,0.003634162650740369,0.003177136309810162,0.0029807784318980545,0.002669059932159738,0.002128086241801061,0.002583626994510424,0.0026468886279111866,0.0027629418778239946,0.0025630636346529088,0.0022789185547568737,0.0030590526864077484,0.002423752583411064
2021-07-09 11:25:00,0.003323661463425596,0.003074092234890963,0.0028865737086975164,0.002625600984578357,0.002827251731063986,0.003152752574370167,0.003537773095131628,0.002542004397172696,0.0024082378201077882,0.0025554607448778793,0.00220964668075575,0.0026773896245101615,0.0029709660871874697,0.0029646849742942342,0.003162256616354321,0.002422433099550967
2021-07-09 11:30:00,0.0015864763628443,0.0025206296207748694,0.0020399521856734972,0.00161323170529406,0.0017825359108451632,0.0031439221387407324,0.0025396694978122637,0.002082720925901581,0.0015040508261459633,0.0022809310124335806,0.0020090400900635665,0.002412734342969369,0.0032930056676175106,0.0021798819615647504,0.00245378972263743,0.00242827657777178
2021-07-09 11:35:00,0.001565947280951398,0.0017323643046635371,0.0013244752230216923,0.0011332836790768613,0.0030863189254308333,0.0020765013670696274,0.0022956401923588804,0.0019572205431063632,0.0020886990309484372,0.0021056764742630302,0.0017291125854561155,0.0021489962287807485,0.0026438835071920345,0.0025138435319201633,0.0018309008849038827,0.0021528681155288244
2021-07-09 11:40:00,0.001031596468857149,0.0012419130387195448,0.000651699390261288,0.0010415415805594646,0.0016159883228005294,0.0014000837025568715,0.0010517936211080056,0.0011422082798955755,0.0015365522249562768,0.0010178733199809635,0.001060435951724673,0.0012283586409495434,0.0011714404834196738,0.0010260518812085372,0.001082132169395852,0.0010528688490587586
