,lr_5min,lstm_5min,tgcn_5min,tgcn_wx_5min,lr_15min,lstm_15min,tgcn_15min,tgcn_wx_15min,lr_30min,lstm_30min,tgcn_30min,tgcn_wx_30min,lr_60min,lstm_60min,tgcn_60min,tgcn_wx_60min
2021-07-09 09:40:00,0.9146986055173528,0.915503480922878,0.9076261183351052,0.9219280752837071,,,,,,,,,,,,
2021-07-09 09:45:00,0.9820193639361078,0.9810062113159641,0.98435575683214,0.9745422682385225,,,,,,,,,,,,
2021-07-09 09:50:00,0.9772795740661622,0.9690293251314713,0.9737529098075962,0.9738435577947213,0.9559855871100469,0.9520401102735679,0.9350419069766687,0.9566955144960654,,,,,,,,
2021-07-09 09:55:00,0.9287440621713662,0.9380365231408808,0.9231790766266933,0.9403028248375509,0.9274554772993727,0.9087250911705,0.9210624412868995,0.9387309169789403,,,,,,,,
2021-07-09 10:00:00,0.9650674846275413,0.9719967328621331,0.965065504543057,0.9782762151154902,0.912185922811353,0.9043414188420619,0.8955922790449989,0.9475836781275447,,,,,,,,
2021-07-09 10:05:00,0.9601177564940886,0.9584069221145517,0.9537762487102335,0.9505237548995015,0.8728193622136424,0.8957606611164186,0.8727035605440445,0.9186619033094139,0.8813812268036338,0.930388876762774,0.8978550735233488,0.919038709509789,,,,
2021-07-09 10:10:00,0.9383069585291309,0.9399224136653118,0.9526131221839375,0.9549609472971718,0.9320488339356812,0.9492266591649543,0.9432838694086569,0.9480372599610066,0.9221068184918016,0.9384498986225979,0.9398440754384093,0.9528450392830607,,,,
2021-07-09 10:15:00,0.9055427699660701,0.8976733521291099,0.9049484953151787,0.8986395309213819,0.8415954799442966,0.8686120696025288,0.8640766661797201,0.8596498821797428,0.8382677187587226,0.8324312725329118,0.8461248020650516,0.8659106182541152,,,,
2021-07-09 10:20:00,0.9180382231003853,0.9410447696575104,0.927850401127902,0.918972738750472,0.8888619365406424,0.929343924019074,0.9022225445208125,0.9272561773175169,0.918909040238918,0.9127674317737848,0.9288172596097725,0.9259480304486492,,,,
2021-07-09 10:25:00,0.9603749913778049,0.9374300029760458,0.9591799535628379,0.9515344774619692,0.9279194926258012,0.9170184225896509,0.9024869201405266,0.9300352482903769,0.8997781871695711,0.9242700907245545,0.9146491214044284,0.9207562106021348,,,,
2021-07-09 10:30:00,0.9434496581735301,0.9397118714358009,0.926297853572692,0.9205342571072596,0.897604146850507,0.8892268342653553,0.913004967276278,0.9227465518895774,0.9026229021280501,0.9544873443070863,0.9306361223119387,0.9186691881234255,,,,
2021-07-09 10:35:00,0.9290641090764743,0.9295709463843641,0.9186148950031051,0.9153819769974465,0.8476273002019695,0.8421221414638894,0.8603704630983351,0.9016117140989542,0.897205716354691,0.9379625991942415,0.9155612998703349,0.9072081868752888,0.8362915544873635,0.8618714044897575,0.8901935404321839,0.8915051080763032
2021-07-09 10:40:00,0.9318430210358665,0.9583851646904837,0.9636807064925248,0.9667951938736722,0.9266361694024432,0.9483254603561825,0.940052332108088,0.949208015392593,0.9168347341652014,0.9431758486117676,0.9503309673218265,0.9480763272474012,0.9017341274032006,0.9205046614144617,0.9059723503858027,0.9338043940307267
2021-07-09 10:45:00,0.8989405425707433,0.9010598782560856,0.8782866931381434,0.8878237811515871,0.9059159924682301,0.9087347121035165,0.9111239666868466,0.9110915458167619,0.8959341382238006,0.9178130646739724,0.9155408997773022,0.9006925600822983,0.8715974989287124,0.8704443251159152,0.8654277296416931,0.9068319765958148
2021-07-09 10:50:00,0.9183747761789189,0.9288644953909295,0.9289933404479471,0.9372011697942657,0.9385116154496427,0.9237683624847592,0.92485988076543,0.9400882900069955,0.9331283289132423,0.9367218800797645,0.9296763453206003,0.9302476591778909,0.9253434594333001,0.9322705079663556,0.9070403863229873,0.9424875825474301
2021-07-09 10:55:00,0.9630592266849525,0.9549798264259388,0.9629936402391931,0.9659774391014658,0.9460499433783761,0.919249136421128,0.9293221159480427,0.935471461874158,0.9137005713482802,0.9318152147917054,0.9380432610085349,0.931757982745963,0.9027802469881631,0.929400345136597,0.9140565494560898,0.9232608009798076
2021-07-09 11:00:00,0.9384316494269772,0.9304435651783044,0.939592516805115,0.9437685773070682,0.9144582176209552,0.9160775742751139,0.9069460052611541,0.9147336012706175,0.8758139638811208,0.9149025028968389,0.9102443146207163,0.904888106227581,0.8719597419235969,0.8908456520304151,0.9076901315873946,0.8963260090043422
