,gcn_activation,gc_layer_size,lstm_activation,lstm_layer_size,mse,mae,r2
40,tanh,10,tanh,200,0.004925592802464962,0.04793174937367439,0.8495817256267723
41,tanh,10,tanh,300,0.004945789929479361,0.04840531572699547,0.8506267571392533
42,tanh,15,tanh,100,0.00477081211283803,0.048066169023513794,0.8579871200578606
43,tanh,15,tanh,200,0.005063802003860474,0.04881644994020462,0.8466249211289029
44,tanh,15,tanh,300,0.004973720759153366,0.04839096590876579,0.8502263477532374
45,tanh,5,linear,100,0.004911137279123068,0.04834447428584099,0.8509820323165143
46,tanh,5,linear,200,0.00486198952421546,0.04818982258439064,0.8514390781445839
47,tanh,5,linear,300,0.0048726885579526424,0.047863345593214035,0.8493314957128177
48,tanh,10,linear,100,0.004878101404756308,0.048929136246442795,0.8544809424136071
49,tanh,10,linear,200,0.005046296864748001,0.04916374012827873,0.8501815260772296
50,tanh,10,linear,300,0.004829449113458395,0.04795628786087036,0.8503597230952918
51,tanh,15,linear,100,0.00478383619338274,0.04812703654170036,0.854744890973295
52,tanh,15,linear,200,0.004783438518643379,0.047909513115882874,0.853759976049734
53,tanh,15,linear,300,0.004770501982420683,0.0475265309214592,0.8511933714650392
54,linear,5,relu,100,0.004751079715788364,0.04761560261249542,0.8544703382147462
55,linear,5,relu,200,0.00485731428489089,0.048292338848114014,0.8511482534804992
56,linear,5,relu,300,0.00480875326320529,0.047909848392009735,0.853180390557339
57,linear,10,relu,100,0.004723495338112116,0.04812008887529373,0.8563567300466562
58,linear,10,relu,200,0.004856895189732313,0.048091575503349304,0.8507581836160121
59,linear,10,relu,300,0.005023399367928505,0.04937206581234932,0.850362397063105
60,linear,15,relu,100,0.004683624021708965,0.04739329591393471,0.8557405695330901
61,linear,15,relu,200,0.005041764583438635,0.04846801981329918,0.8465253686330555
62,linear,15,relu,300,0.004796948283910751,0.04794006794691086,0.8539110360644359
63,linear,5,tanh,100,0.004820621572434902,0.04771790653467178,0.8538185977384791
64,linear,5,tanh,200,0.0047682845033705235,0.047725703567266464,0.8554174019489461
65,linear,5,tanh,300,0.004846233408898115,0.04780263453722,0.8484985122137952
66,linear,10,tanh,100,0.0047397306188941,0.047837793827056885,0.8559420689200373
67,linear,10,tanh,200,0.005296098534017801,0.04984177649021149,0.8464802853270641
68,linear,10,tanh,300,0.00471638236194849,0.047552675008773804,0.8578451851383517
69,linear,15,tanh,100,0.004781835246831179,0.04764605313539505,0.8585716092624821
70,linear,15,tanh,200,0.004725841339677572,0.04744531214237213,0.8583232023122549
71,linear,15,tanh,300,0.00490797171369195,0.04804253205657005,0.8486166835320301
72,linear,5,linear,100,0.004913546144962311,0.047807127237319946,0.8461681336617032
73,linear,5,linear,200,0.004800250753760338,0.04866011440753937,0.8540925742876135
74,linear,5,linear,300,0.004897838458418846,0.048225853592157364,0.84789918602845
75,linear,10,linear,100,0.004754251334816217,0.048303719609975815,0.8556923260187757
76,linear,10,linear,200,0.004768880549818277,0.04790056124329567,0.8550594785111159
77,linear,10,linear,300,0.004875716287642717,0.04812576621770859,0.8516889602640215
78,linear,15,linear,100,0.005111554637551308,0.050349537283182144,0.8462640463435569
79,linear,15,linear,200,0.00490894541144371,0.04844525083899498,0.8519010357781994
80,linear,15,linear,300,0.004835159983485937,0.0483231320977211,0.8534920183365096
